BATCH no.,PRODUCTION DATE,BATCH OUT OF STORAGE,BATCH WEIGHT LEAVING STORAGE (KG)
2154,8/5/2024,8/6/2024,286.900
2157,8/5/2024,8/7/2024,268.200
2159,8/5/2024,8/7/2024,274.700
2163,8/5/2024,8/6/2024,268.900
2165,8/5/2024,8/7/2024,280.400
2167,8/5/2024,8/7/2024,280.700
2169,8/5/2024,8/7/2024,275.500
2172,8/5/2024,8/7/2024,277.500
2173,8/5/2024,8/7/2024,280.500
2174,8/5/2024,8/7/2024,281.900
2178,8/5/2024,8/7/2024,282.700
2179,8/5/2024,8/7/2024,281.600
2184,8/5/2024,8/7/2024,279.500
2189,8/5/2024,8/7/2024,282.200
2192,8/5/2024,8/7/2024,283.300
2193,8/5/2024,8/7/2024,269.500
2195,8/5/2024,8/7/2024,282.600
2196,8/5/2024,8/7/2024,266.400
2199,8/5/2024,8/5/2024,278.500
2200,8/5/2024,8/6/2024,274.800
2204,8/5/2024,8/6/2024,278.600
2205,8/5/2024,8/6/2024,277.200
2208,8/5/2024,8/6/2024,273.300
2209,8/5/2024,8/6/2024,280.500
2211,8/5/2024,8/6/2024,276.700
2212,8/5/2024,8/6/2024,276.600
2213,8/5/2024,8/6/2024,277.400
2214,8/5/2024,8/6/2024,282.300
2215,8/5/2024,8/6/2024,274.700
2216,8/5/2024,8/6/2024,283.500
2219,8/5/2024,8/6/2024,280.100
2224,8/5/2024,8/6/2024,266.300
2227,8/5/2024,8/6/2024,276.100
2228,8/5/2024,8/6/2024,275.400
2234,8/5/2024,8/6/2024,278.600
2237,8/5/2024,8/6/2024,271.300
2238,8/5/2024,8/6/2024,268.500
2242,8/5/2024,8/6/2024,284.600
2243,8/5/2024,8/6/2024,277.800
2246,8/5/2024,8/6/2024,217.300
2527,8/7/2024,8/8/2024,276.300
2532,8/7/2024,8/8/2024,273.700
2533,8/7/2024,8/8/2024,260.700
2535,8/7/2024,8/8/2024,277.800
2544,8/7/2024,8/8/2024,272.800
2547,8/7/2024,8/8/2024,265.100
2548,8/7/2024,8/8/2024,271.000
2550,8/7/2024,8/8/2024,264.200
2551,8/7/2024,8/8/2024,275.600
2554,8/7/2024,8/8/2024,271.100
2555,8/7/2024,8/8/2024,264.800
2556,8/7/2024,8/8/2024,264.100
2563,8/7/2024,8/8/2024,274.400
2564,8/7/2024,8/9/2024,261.800
2565,8/7/2024,8/7/2024,264.200
2566,8/7/2024,8/8/2024,276.600
2567,8/7/2024,8/8/2024,282.600
2570,8/7/2024,8/8/2024,266.800
2574,8/7/2024,8/8/2024,277.700
2577,8/7/2024,8/9/2024,270.000
2591,8/7/2024,8/9/2024,267.900
2592,8/7/2024,8/9/2024,274.700
2598,8/7/2024,8/9/2024,261.500
2599,8/7/2024,8/9/2024,274.000
2600,8/7/2024,8/8/2024,274.000
2601,8/7/2024,8/8/2024,264.500
2602,8/7/2024,8/8/2024,280.900
2603,8/7/2024,8/8/2024,265.900
2607,8/7/2024,8/8/2024,281.000
2608,8/7/2024,8/8/2024,275.400
2615,8/7/2024,8/8/2024,266.400
2616,8/7/2024,8/9/2024,275.900
2617,8/7/2024,8/9/2024,267.200
2618,8/7/2024,8/8/2024,279.600
2623,8/7/2024,8/8/2024,268.100
2624,8/7/2024,8/8/2024,279.500
2628,8/7/2024,8/8/2024,270.500
2630,8/7/2024,8/8/2024,285.200
2632,8/7/2024,8/8/2024,270.200
2634,8/7/2024,8/8/2024,277.600
2636,8/7/2024,8/8/2024,269.000
2638,8/7/2024,8/8/2024,278.800
2639,8/7/2024,8/8/2024,269.100
2642,8/7/2024,8/8/2024,282.700
2645,8/7/2024,8/8/2024,267.200
2648,8/7/2024,8/8/2024,281.800
2651,8/7/2024,8/8/2024,270.700
2653,8/7/2024,8/8/2024,288.300
2655,8/7/2024,8/8/2024,267.500
2657,8/7/2024,8/8/2024,273.800
2659,8/7/2024,8/8/2024,279.500
2661,8/7/2024,8/8/2024,273.000
2662,8/7/2024,8/8/2024,271.600
2666,8/7/2024,8/8/2024,284.400
2667,8/7/2024,8/8/2024,274.900
2670,8/7/2024,8/8/2024,270.600
2672,8/7/2024,8/8/2024,274.400
2673,8/7/2024,8/8/2024,276.300
2675,8/7/2024,8/8/2024,271.800
2676,8/7/2024,8/8/2024,267.500
2677,8/7/2024,8/9/2024,280.200
2678,8/7/2024,8/9/2024,271.300
2680,8/7/2024,8/9/2024,278.900
2686,8/7/2024,8/8/2024,277.300
2691,8/7/2024,8/8/2024,271.000
2692,8/7/2024,8/8/2024,271.900
2695,8/7/2024,8/8/2024,269.800
2696,8/7/2024,8/8/2024,269.200
2698,8/7/2024,8/8/2024,269.800
2699,8/7/2024,8/8/2024,267.100
2703,8/7/2024,8/8/2024,273.300
2704,8/7/2024,8/8/2024,278.800
2706,8/7/2024,8/8/2024,272.800
2709,8/7/2024,8/8/2024,281.600
2710,8/7/2024,8/8/2024,272.100
2711,8/7/2024,8/8/2024,267.100
2713,8/7/2024,8/9/2024,267.200
2714,8/7/2024,8/8/2024,264.400
2718,8/7/2024,8/9/2024,264.900
2722,8/7/2024,8/8/2024,266.200
2723,8/7/2024,8/8/2024,263.800
2725,8/7/2024,8/8/2024,269.000
2730,8/7/2024,8/8/2024,276.100
2731,8/7/2024,8/8/2024,258.500
2734,8/7/2024,8/8/2024,62.000
2735,8/7/2024,8/8/2024,111.200
2765,8/8/2024,8/8/2024,254.100
2770,8/8/2024,8/9/2024,260.000
2780,8/8/2024,8/9/2024,261.000
2781,8/8/2024,8/8/2024,277.100
2782,8/8/2024,8/9/2024,249.000
2783,8/8/2024,8/9/2024,272.000
2784,8/8/2024,8/9/2024,257.000
2785,8/8/2024,8/9/2024,263.000
2786,8/8/2024,8/9/2024,259.000
2787,8/8/2024,8/9/2024,263.000
2788,8/8/2024,8/9/2024,174.000
3020,8/8/2024,8/9/2024,280.500
3021,8/8/2024,8/9/2024,264.400
3022,8/8/2024,8/9/2024,317.800
3023,8/8/2024,8/9/2024,276.700
3024,8/8/2024,8/9/2024,281.200
3025,8/8/2024,8/9/2024,269.900
3026,8/8/2024,8/9/2024,267.300
3027,8/8/2024,8/9/2024,271.800
3028,8/8/2024,8/9/2024,276.100
3029,8/8/2024,8/9/2024,281.400
3030,8/8/2024,8/9/2024,275.000
3031,8/8/2024,8/9/2024,282.900
3032,8/8/2024,8/9/2024,275.900
3033,8/8/2024,8/9/2024,257.900
6083,8/8/2024,8/9/2024,262.000
6085,8/8/2024,8/9/2024,258.000
3034,8/9/2024,8/12/2024,269.000
3035,8/9/2024,8/12/2024,268.400
3036,8/9/2024,8/12/2024,263.000
3037,8/9/2024,8/12/2024,266.800
3038,8/9/2024,8/12/2024,268.300
3039,8/9/2024,8/12/2024,263.800
3040,8/9/2024,8/12/2024,266.700
3041,8/9/2024,8/12/2024,262.100
3042,8/9/2024,8/12/2024,266.500
3043,8/9/2024,8/12/2024,266.500
3044,8/9/2024,8/12/2024,263.800
3045,8/9/2024,8/12/2024,266.800
3046,8/9/2024,8/12/2024,262.700
3047,8/9/2024,8/12/2024,265.600
3048,8/9/2024,8/12/2024,267.200
3049,8/9/2024,8/12/2024,257.200
3052,8/9/2024,8/12/2024,264.200
3053,8/9/2024,8/12/2024,256.800
3054,8/9/2024,8/12/2024,266.600
3055,8/9/2024,8/12/2024,266.300
3056,8/9/2024,8/12/2024,268.100
3057,8/9/2024,8/12/2024,268.700
3058,8/9/2024,8/12/2024,266.500
3059,8/9/2024,8/12/2024,267.100
3060,8/9/2024,8/12/2024,267.700
3061,8/9/2024,8/12/2024,263.600
3062,8/9/2024,8/12/2024,263.400
3063,8/9/2024,8/12/2024,267.500
3064,8/9/2024,8/12/2024,268.100
3065,8/9/2024,8/12/2024,267.400
3066,8/9/2024,8/12/2024,268.400
3067,8/9/2024,8/12/2024,265.400
3068,8/9/2024,8/12/2024,263.200
3069,8/9/2024,8/12/2024,263.800
3070,8/9/2024,8/12/2024,265.800
3071,8/9/2024,8/12/2024,252.700
3072,8/9/2024,8/12/2024,268.700
3073,8/9/2024,8/12/2024,267.300
3074,8/9/2024,8/12/2024,265.400
3075,8/9/2024,8/12/2024,245.800
3076,8/9/2024,8/12/2024,263.600
3077,8/9/2024,8/12/2024,255.900
3078,8/9/2024,8/12/2024,267.000
3079,8/9/2024,8/12/2024,261.200
3080,8/9/2024,8/12/2024,266.900
3081,8/9/2024,8/12/2024,263.200
3082,8/9/2024,8/12/2024,270.500
3083,8/9/2024,8/12/2024,270.000
3084,8/9/2024,8/12/2024,267.700
3085,8/9/2024,8/12/2024,269.300
3086,8/9/2024,8/12/2024,259.400
3087,8/9/2024,8/12/2024,280.000
3089,8/9/2024,8/12/2024,267.100
3090,8/9/2024,8/12/2024,268.800
3091,8/9/2024,8/12/2024,268.900
3092,8/9/2024,8/12/2024,268.100
3093,8/9/2024,8/12/2024,283.400
3095,8/9/2024,8/9/2024,277.800
3096,8/9/2024,8/12/2024,282.700
3097,8/9/2024,8/12/2024,285.400
3098,8/9/2024,8/12/2024,283.500
3099,8/9/2024,8/12/2024,281.700
3100,8/9/2024,8/12/2024,267.500
3101,8/9/2024,8/12/2024,279.800
3102,8/9/2024,8/12/2024,274.400
3103,8/9/2024,8/13/2024,277.900
3104,8/9/2024,8/13/2024,279.600
3105,8/9/2024,8/12/2024,280.700
3106,8/9/2024,8/12/2024,273.100
3107,8/9/2024,8/12/2024,277.400
3108,8/9/2024,8/12/2024,278.600
3109,8/9/2024,8/12/2024,280.000
3110,8/9/2024,8/12/2024,276.200
3111,8/9/2024,8/12/2024,282.400
3112,8/9/2024,8/12/2024,284.500
3113,8/9/2024,8/12/2024,279.100
3114,8/9/2024,8/12/2024,280.900
3115,8/9/2024,8/12/2024,271.200
3116,8/9/2024,8/12/2024,279.100
3117,8/9/2024,8/12/2024,283.800
3118,8/9/2024,8/12/2024,282.000
3119,8/9/2024,8/12/2024,278.400
3120,8/9/2024,8/12/2024,276.700
3122,8/9/2024,8/12/2024,278.600
3123,8/9/2024,8/13/2024,289.300
3124,8/9/2024,8/13/2024,272.600
3125,8/9/2024,8/13/2024,278.200
3126,8/9/2024,8/13/2024,273.100
3127,8/9/2024,8/13/2024,270.100
3128,8/9/2024,8/13/2024,278.500
3129,8/9/2024,8/13/2024,274.400
3130,8/9/2024,8/13/2024,272.400
3131,8/9/2024,8/13/2024,278.300
3132,8/9/2024,8/13/2024,280.900
3133,8/9/2024,8/13/2024,276.000
3134,8/9/2024,8/13/2024,275.400
3135,8/9/2024,8/13/2024,276.400
3136,8/9/2024,8/13/2024,274.800
3137,8/9/2024,8/13/2024,278.400
3138,8/9/2024,8/13/2024,262.400
3139,8/9/2024,8/13/2024,277.400
3140,8/9/2024,8/13/2024,168.600
6084,8/9/2024,8/9/2024,268.000
3121,8/12/2024,8/12/2024,283.600
3164,8/12/2024,8/13/2024,257.900
3165,8/12/2024,8/13/2024,264.900
3166,8/12/2024,8/13/2024,270.900
3167,8/12/2024,8/13/2024,275.600
3168,8/12/2024,8/13/2024,277.700
3170,8/12/2024,8/13/2024,279.700
3173,8/12/2024,8/13/2024,278.600
3179,8/12/2024,8/13/2024,269.400
3181,8/12/2024,8/13/2024,263.700
3183,8/12/2024,8/13/2024,266.000
3188,8/12/2024,8/13/2024,262.300
3190,8/12/2024,8/13/2024,261.000
3196,8/12/2024,8/13/2024,267.800
3198,8/12/2024,8/13/2024,265.000
3199,8/12/2024,8/13/2024,262.200
3202,8/12/2024,8/13/2024,276.700
3207,8/12/2024,8/13/2024,273.500
3208,8/12/2024,8/13/2024,262.900
3209,8/12/2024,8/13/2024,264.200
3210,8/12/2024,8/13/2024,270.900
3217,8/12/2024,8/13/2024,265.600
3220,8/12/2024,8/13/2024,267.700
3221,8/12/2024,8/13/2024,264.800
3222,8/12/2024,8/13/2024,263.100
3223,8/12/2024,8/13/2024,258.800
3224,8/12/2024,8/13/2024,269.800
3225,8/12/2024,8/13/2024,265.500
3235,8/12/2024,8/13/2024,284.900
3236,8/12/2024,8/13/2024,266.100
3237,8/12/2024,8/13/2024,269.000
3238,8/12/2024,8/13/2024,267.800
3241,8/12/2024,8/13/2024,265.400
3243,8/12/2024,8/13/2024,276.200
3246,8/12/2024,8/13/2024,265.100
3249,8/12/2024,8/13/2024,271.200
3250,8/12/2024,8/13/2024,266.600
3260,8/12/2024,8/13/2024,265.000
3261,8/12/2024,8/13/2024,271.300
3263,8/12/2024,8/13/2024,264.500
3265,8/12/2024,8/13/2024,269.700
3266,8/12/2024,8/13/2024,283.700
3267,8/12/2024,8/13/2024,287.100
3268,8/12/2024,8/13/2024,262.700
3269,8/12/2024,8/12/2024,265.700
3270,8/12/2024,8/13/2024,282.900
3271,8/12/2024,8/13/2024,277.300
3272,8/12/2024,8/13/2024,264.300
3273,8/12/2024,8/13/2024,282.300
3279,8/12/2024,8/13/2024,278.900
3281,8/12/2024,8/13/2024,282.600
3282,8/12/2024,8/13/2024,280.200
3284,8/12/2024,8/13/2024,277.300
3296,8/12/2024,8/13/2024,277.000
3297,8/12/2024,8/13/2024,278.500
3300,8/12/2024,8/13/2024,275.100
3301,8/12/2024,8/13/2024,272.500
3304,8/12/2024,8/13/2024,280.000
3305,8/12/2024,8/13/2024,266.500
3310,8/12/2024,8/13/2024,277.000
3312,8/12/2024,8/13/2024,278.400
3313,8/12/2024,8/13/2024,284.800
3315,8/12/2024,8/13/2024,276.900
3316,8/12/2024,8/13/2024,282.500
3317,8/12/2024,8/13/2024,277.800
3318,8/12/2024,8/13/2024,287.600
3327,8/12/2024,8/13/2024,267.900
3329,8/12/2024,8/13/2024,277.900
3331,8/12/2024,8/13/2024,259.200
3332,8/12/2024,8/13/2024,281.000
3334,8/12/2024,8/13/2024,268.900
3335,8/12/2024,8/13/2024,283.900
3339,8/12/2024,8/13/2024,273.700
3340,8/12/2024,8/13/2024,265.200
3341,8/12/2024,8/13/2024,270.900
3342,8/12/2024,8/13/2024,272.700
3343,8/12/2024,8/13/2024,271.400
3344,8/12/2024,8/13/2024,268.900
3347,8/12/2024,8/13/2024,265.800
3348,8/12/2024,8/13/2024,270.000
3352,8/12/2024,8/13/2024,267.100
3353,8/12/2024,8/13/2024,272.800
3357,8/12/2024,8/13/2024,271.900
3358,8/12/2024,8/13/2024,266.800
3364,8/12/2024,8/12/2024,265.300
3366,8/12/2024,8/13/2024,266.600
3367,8/12/2024,8/13/2024,142.400
3654,8/14/2024,8/14/2024,275.300
3655,8/14/2024,8/14/2024,280.700
3657,8/14/2024,8/14/2024,273.500
3658,8/14/2024,8/14/2024,283.200
3660,8/14/2024,8/14/2024,274.200
3662,8/14/2024,8/14/2024,279.600
3671,8/14/2024,8/15/2024,279.500
3672,8/14/2024,8/15/2024,269.000
3674,8/14/2024,8/15/2024,284.100
3675,8/14/2024,8/14/2024,280.300
3677,8/14/2024,8/14/2024,279.500
3683,8/14/2024,8/15/2024,274.500
3684,8/14/2024,8/14/2024,281.500
3687,8/14/2024,8/15/2024,278.100
3688,8/14/2024,8/15/2024,281.900
3690,8/14/2024,8/14/2024,282.800
3691,8/14/2024,8/14/2024,273.000
3697,8/14/2024,8/14/2024,288.500
3699,8/14/2024,8/15/2024,266.200
3700,8/14/2024,8/14/2024,273.100
3703,8/14/2024,8/15/2024,271.700
3704,8/14/2024,8/15/2024,280.700
3706,8/14/2024,8/15/2024,264.900
3710,8/14/2024,8/15/2024,276.400
3713,8/14/2024,8/15/2024,276.600
3714,8/14/2024,8/15/2024,282.900
3716,8/14/2024,8/15/2024,278.900
3717,8/14/2024,8/15/2024,282.600
3721,8/14/2024,8/15/2024,282.200
3722,8/14/2024,8/15/2024,268.900
3728,8/14/2024,8/15/2024,277.600
3730,8/14/2024,8/15/2024,274.700
3731,8/14/2024,8/15/2024,282.500
3733,8/14/2024,8/15/2024,279.700
3737,8/14/2024,8/15/2024,281.300
3738,8/14/2024,8/15/2024,272.300
3739,8/14/2024,8/15/2024,279.200
3742,8/14/2024,8/15/2024,277.000
3743,8/14/2024,8/15/2024,286.000
3744,8/14/2024,8/15/2024,281.800
3747,8/14/2024,8/15/2024,278.300
3749,8/14/2024,8/15/2024,276.800
3750,8/14/2024,8/15/2024,271.500
3751,8/14/2024,8/15/2024,281.300
3753,8/14/2024,8/15/2024,282.400
3755,8/14/2024,8/15/2024,281.100
3756,8/14/2024,8/15/2024,280.300
3760,8/14/2024,8/15/2024,281.800
3762,8/14/2024,8/15/2024,270.300
3763,8/14/2024,8/15/2024,283.200
3764,8/14/2024,8/15/2024,284.500
3765,8/14/2024,8/16/2024,272.500
3768,8/14/2024,8/14/2024,285.100
3769,8/14/2024,8/16/2024,276.700
3771,8/14/2024,8/15/2024,283.900
3776,8/14/2024,8/15/2024,283.100
3777,8/14/2024,8/15/2024,274.800
3778,8/14/2024,8/15/2024,278.300
3779,8/14/2024,8/15/2024,280.800
3780,8/14/2024,8/15/2024,283.800
3781,8/14/2024,8/15/2024,275.200
3782,8/14/2024,8/15/2024,278.200
3784,8/14/2024,8/15/2024,281.600
3787,8/14/2024,8/15/2024,281.300
3789,8/14/2024,8/15/2024,279.700
3792,8/14/2024,8/15/2024,275.100
3795,8/14/2024,8/15/2024,277.000
3796,8/14/2024,8/15/2024,272.000
3797,8/14/2024,8/15/2024,278.800
3799,8/14/2024,8/15/2024,278.900
3800,8/14/2024,8/15/2024,277.900
3802,8/14/2024,8/15/2024,277.800
3803,8/14/2024,8/15/2024,273.600
3806,8/14/2024,8/15/2024,272.700
3807,8/14/2024,8/15/2024,257.700
3808,8/14/2024,8/15/2024,280.300
3809,8/14/2024,8/15/2024,274.100
3811,8/14/2024,8/15/2024,278.500
3812,8/14/2024,8/16/2024,282.100
3813,8/14/2024,8/16/2024,279.100
3814,8/14/2024,8/15/2024,268.400
3816,8/14/2024,8/16/2024,268.200
3817,8/14/2024,8/16/2024,272.600
3819,8/14/2024,8/15/2024,262.500
3821,8/14/2024,8/16/2024,280.800
3824,8/14/2024,8/15/2024,283.300
3827,8/14/2024,8/16/2024,278.500
3829,8/14/2024,8/16/2024,283.900
3831,8/14/2024,8/16/2024,270.800
3832,8/14/2024,8/16/2024,273.800
3835,8/14/2024,8/16/2024,285.300
3836,8/14/2024,8/16/2024,277.400
3837,8/14/2024,8/16/2024,287.800
3838,8/14/2024,8/16/2024,270.800
3839,8/14/2024,8/16/2024,281.700
3840,8/14/2024,8/16/2024,267.300
3841,8/14/2024,8/16/2024,279.600
3843,8/14/2024,8/16/2024,178.200
3734,8/15/2024,8/15/2024,290.200
4030,8/15/2024,8/16/2024,265.300
4031,8/15/2024,8/16/2024,261.700
4032,8/15/2024,8/19/2024,268.700
4033,8/15/2024,8/16/2024,265.800
4036,8/15/2024,8/16/2024,269.600
4040,8/15/2024,8/16/2024,260.600
4041,8/15/2024,8/16/2024,277.300
4042,8/15/2024,8/16/2024,263.100
4043,8/15/2024,8/16/2024,264.500
4044,8/15/2024,8/16/2024,264.300
4046,8/15/2024,8/16/2024,268.200
4047,8/15/2024,8/16/2024,273.100
4048,8/15/2024,8/16/2024,267.900
4049,8/15/2024,8/16/2024,269.700
4052,8/15/2024,8/16/2024,265.800
4053,8/15/2024,8/16/2024,269.200
4054,8/15/2024,8/16/2024,239.600
4055,8/15/2024,8/16/2024,192.900
4118,8/16/2024,8/19/2024,249.000
4123,8/16/2024,8/19/2024,265.400
4129,8/16/2024,8/19/2024,266.700
4135,8/16/2024,8/19/2024,265.200
4136,8/16/2024,8/19/2024,270.700
4137,8/16/2024,8/19/2024,263.400
4140,8/16/2024,8/19/2024,270.400
4141,8/16/2024,8/19/2024,260.600
4145,8/16/2024,8/19/2024,262.800
4146,8/16/2024,8/19/2024,279.600
4151,8/16/2024,8/19/2024,264.400
4152,8/16/2024,8/19/2024,268.600
4154,8/16/2024,8/19/2024,268.100
4155,8/16/2024,8/19/2024,268.600
4159,8/16/2024,8/19/2024,273.700
4160,8/16/2024,8/19/2024,270.200
4162,8/16/2024,8/19/2024,266.000
4165,8/16/2024,8/19/2024,268.800
4167,8/16/2024,8/19/2024,270.300
4169,8/16/2024,8/19/2024,265.600
4171,8/16/2024,8/19/2024,263.500
4172,8/16/2024,8/19/2024,265.300
4174,8/16/2024,8/19/2024,267.300
4178,8/16/2024,8/19/2024,266.500
4179,8/16/2024,8/19/2024,256.900
4188,8/16/2024,8/19/2024,265.600
4190,8/16/2024,8/19/2024,248.800
4193,8/16/2024,8/19/2024,267.600
4194,8/16/2024,8/19/2024,266.200
4196,8/16/2024,8/19/2024,267.500
4198,8/16/2024,8/19/2024,265.600
4201,8/16/2024,8/19/2024,262.700
4206,8/16/2024,8/19/2024,266.300
4208,8/16/2024,8/19/2024,264.800
4209,8/16/2024,8/19/2024,259.400
4211,8/16/2024,8/19/2024,263.400
4213,8/16/2024,8/19/2024,270.200
4214,8/16/2024,8/19/2024,269.600
4215,8/16/2024,8/19/2024,265.800
4217,8/16/2024,8/19/2024,265.900
4219,8/16/2024,8/19/2024,254.900
4226,8/16/2024,8/19/2024,269.800
4227,8/16/2024,8/19/2024,265.800
4229,8/16/2024,8/19/2024,256.800
4231,8/16/2024,8/19/2024,267.700
4233,8/16/2024,8/19/2024,264.100
4234,8/16/2024,8/19/2024,251.800
4235,8/16/2024,8/19/2024,265.500
4236,8/16/2024,8/19/2024,264.900
4239,8/16/2024,8/19/2024,260.000
4240,8/16/2024,8/19/2024,267.300
4242,8/16/2024,8/19/2024,266.700
4243,8/16/2024,8/19/2024,261.600
4246,8/16/2024,8/19/2024,265.600
4247,8/16/2024,8/19/2024,267.300
4249,8/16/2024,8/19/2024,261.900
4250,8/16/2024,8/19/2024,263.000
4251,8/16/2024,8/19/2024,264.700
4253,8/16/2024,8/19/2024,268.000
4254,8/16/2024,8/19/2024,271.800
4255,8/16/2024,8/19/2024,263.500
4256,8/16/2024,8/19/2024,272.700
4260,8/16/2024,8/16/2024,264.800
4262,8/16/2024,8/19/2024,261.100
4264,8/16/2024,8/19/2024,265.200
4265,8/16/2024,8/19/2024,267.000
4268,8/16/2024,8/16/2024,270.900
4269,8/16/2024,8/19/2024,268.100
4270,8/16/2024,8/19/2024,270.700
4271,8/16/2024,8/19/2024,271.000
4272,8/16/2024,8/19/2024,268.400
4273,8/16/2024,8/19/2024,272.100
4274,8/16/2024,8/19/2024,272.200
4275,8/16/2024,8/19/2024,272.600
4282,8/16/2024,8/19/2024,254.100
4283,8/16/2024,8/19/2024,266.000
4284,8/16/2024,8/19/2024,265.300
4285,8/16/2024,8/19/2024,266.800
4289,8/16/2024,8/19/2024,268.800
4290,8/16/2024,8/19/2024,268.300
4291,8/16/2024,8/19/2024,266.800
4292,8/16/2024,8/19/2024,267.400
4293,8/16/2024,8/19/2024,263.400
4294,8/16/2024,8/19/2024,276.000
4295,8/16/2024,8/19/2024,259.900
4296,8/16/2024,8/19/2024,263.200
4297,8/16/2024,8/19/2024,274.000
4299,8/16/2024,8/19/2024,161.500
4300,8/16/2024,8/19/2024,157.900
4298,8/19/2024,8/19/2024,267.000
4304,8/19/2024,8/20/2024,264.100
4305,8/19/2024,8/19/2024,264.100
4306,8/19/2024,8/19/2024,257.000
4307,8/19/2024,8/19/2024,263.300
4308,8/19/2024,8/19/2024,264.700
4309,8/19/2024,8/19/2024,262.800
4317,8/19/2024,8/19/2024,265.800
4319,8/19/2024,8/19/2024,261.800
4322,8/19/2024,8/19/2024,265.700
4325,8/19/2024,8/19/2024,259.100
4328,8/19/2024,8/19/2024,260.600
4329,8/19/2024,8/19/2024,269.000
4334,8/19/2024,8/19/2024,265.000
4336,8/19/2024,8/19/2024,254.800
4337,8/19/2024,8/19/2024,264.700
4338,8/19/2024,8/19/2024,250.300
4339,8/19/2024,8/19/2024,252.100
4344,8/19/2024,8/19/2024,257.600
4347,8/19/2024,8/19/2024,266.400
4351,8/19/2024,8/19/2024,263.200
4352,8/19/2024,8/19/2024,260.500
4358,8/19/2024,8/19/2024,254.200
4359,8/19/2024,8/20/2024,251.600
4360,8/19/2024,8/20/2024,264.700
4361,8/19/2024,8/20/2024,265.400
4368,8/19/2024,8/20/2024,265.700
4370,8/19/2024,8/20/2024,264.700
4371,8/19/2024,8/20/2024,248.500
4372,8/19/2024,8/20/2024,256.200
4374,8/19/2024,8/20/2024,254.000
4379,8/19/2024,8/20/2024,259.300
4387,8/19/2024,8/20/2024,257.700
4388,8/19/2024,8/20/2024,251.900
4389,8/19/2024,8/20/2024,260.800
4391,8/19/2024,8/20/2024,258.300
4396,8/19/2024,8/19/2024,261.700
4398,8/19/2024,8/19/2024,252.800
4402,8/19/2024,8/19/2024,267.000
4404,8/19/2024,8/19/2024,260.900
4408,8/19/2024,8/19/2024,251.700
4409,8/19/2024,8/19/2024,247.700
4413,8/19/2024,8/19/2024,254.900
4416,8/19/2024,8/20/2024,261.300
4417,8/19/2024,8/20/2024,251.200
4418,8/19/2024,8/20/2024,260.900
4427,8/19/2024,8/20/2024,257.500
4429,8/19/2024,8/20/2024,250.400
4430,8/19/2024,8/20/2024,257.400
4434,8/19/2024,8/20/2024,257.100
4439,8/19/2024,8/20/2024,253.600
4440,8/19/2024,8/20/2024,250.900
4442,8/19/2024,8/20/2024,253.800
4446,8/19/2024,8/20/2024,249.600
4456,8/19/2024,8/20/2024,261.000
4460,8/19/2024,8/20/2024,270.300
4462,8/19/2024,8/20/2024,266.200
4463,8/19/2024,8/20/2024,265.300
4464,8/19/2024,8/20/2024,265.400
4467,8/19/2024,8/20/2024,268.500
4468,8/19/2024,8/20/2024,262.700
4470,8/19/2024,8/20/2024,256.800
4471,8/19/2024,8/19/2024,263.800
4474,8/19/2024,8/20/2024,253.100
4476,8/19/2024,8/20/2024,264.400
4479,8/19/2024,8/20/2024,251.900
4481,8/19/2024,8/20/2024,275.300
4482,8/19/2024,8/20/2024,258.100
4483,8/19/2024,8/20/2024,262.900
4484,8/19/2024,8/20/2024,254.900
4485,8/19/2024,8/20/2024,265.300
4495,8/19/2024,8/20/2024,253.000
4496,8/19/2024,8/20/2024,254.300
4499,8/19/2024,8/20/2024,262.100
4500,8/19/2024,8/20/2024,264.400
4502,8/19/2024,8/20/2024,264.400
4503,8/19/2024,8/20/2024,263.300
4504,8/19/2024,8/20/2024,263.600
4506,8/19/2024,8/20/2024,271.100
4509,8/19/2024,8/20/2024,271.200
4510,8/19/2024,8/20/2024,270.100
4512,8/19/2024,8/20/2024,265.100
4513,8/19/2024,8/20/2024,271.600
4515,8/19/2024,8/20/2024,265.500
4516,8/19/2024,8/20/2024,271.400
4517,8/19/2024,8/20/2024,270.400
4518,8/19/2024,8/20/2024,269.400
4519,8/19/2024,8/20/2024,268.800
4520,8/19/2024,8/20/2024,254.600
4529,8/19/2024,8/20/2024,266.600
4530,8/19/2024,8/20/2024,257.700
4534,8/19/2024,8/20/2024,263.000
4535,8/19/2024,8/20/2024,271.000
4537,8/19/2024,8/20/2024,269.900
4538,8/19/2024,8/20/2024,272.800
4539,8/19/2024,8/20/2024,9.000
4582,8/20/2024,8/20/2024,267.100
4583,8/20/2024,8/20/2024,266.700
4587,8/20/2024,8/21/2024,270.200
4588,8/20/2024,8/20/2024,259.800
4589,8/20/2024,8/21/2024,278.500
4597,8/20/2024,8/20/2024,279.300
4598,8/20/2024,8/21/2024,269.800
4599,8/20/2024,8/21/2024,264.300
4602,8/20/2024,8/21/2024,265.700
4603,8/20/2024,8/21/2024,280.200
4604,8/20/2024,8/21/2024,148.900
4605,8/20/2024,8/20/2024,211.600
1051,8/21/2024,8/22/2024,284.700
1052,8/21/2024,8/22/2024,226.500
4823,8/21/2024,8/22/2024,271.200
4826,8/21/2024,8/22/2024,261.700
4827,8/21/2024,8/22/2024,277.100
4828,8/21/2024,8/22/2024,260.300
